 Record Id,FIPS Code,ST Agency,LEA Id,LEA NCES,School No,SCH NCES,School Name,Sch Type,Wed Address,Phone,Mailing Add 1,Mailing Add 2,Mailing Add 3,City,State,Zip,Zip + 4,Location Addr 1,Location Add 2,Location Add 3,City,State,Zip,Charter Status
1484,47,01,0791,4702940,0826,02190,MCS Prep School - Southeast,1,www.mcsk12.net,9014165120,5396 Mendenhall Square Mall ,,,Memphis,TN,38115,,5396 Mendenhall Square Mall ,,,Memphis,TN,38115,NO
1485,47,01,0791,4702940,0828,02189,MCS Prep School - Southwest,1,www.mcsk12.net,9014167884,1237 College ST,,,Memphis,TN,38106,,1237 College ST,,,Memphis,TN,38106,NO
1486,47,01,0791,4702940,0830,02221,Martin Luther King Transition Center,4,,9014167320,620 South Lauderdale ,,,Memphis,TN,38126,,620 South Lauderdale ,,,Memphis,TN,38126,NO
1487,47,01,0791,4702940,0832,02271,Memphis Virtual School,1,,9014164207,3772 Jackson AV,,,Memphis,TN,38108,,3772 Jackson AV,,,Memphis,TN,38108,NO
1488,47,01,0791,,0835,,Grandview Heights Middle,1,,9014163940,2342 Clifton ,,,Memphis,TN,38127,,2342 Clifton ,,,Memphis,TN,38127,NO
1489,47,01,0791,4702940,8001,02044,Circles Of Success Learning Academy,1,http://circlesofsuccess.org,9013227978,867 South Parkway East ,,,Memphis,TN,38106,,867 South Parkway East ,,,Memphis,TN,38106,YES
1490,47,01,0791,4702940,8002,02273,KIPP Memphis Collegiate High School,1,http://www.kippmemphis.org/,9018300344,230 Henry AV,,,Memphis,TN,38107,,230 Henry AV,,,Memphis,TN,38107,YES
1491,47,01,0791,4702940,8004,02083,City University School Of Liberal Arts,1,www.cityuniversityschool.org,9017752219,1500 Dunn AV,,,Memphis,TN,38106,,1500 Dunn AV,,,Memphis,TN,38106,YES
1492,47,01,0791,4702940,8005,02045,Memphis Academy Of Science  Engineering Middle/High,1,http://discovermase.org,9014486273,20 South Dudley ST,,,Memphis,TN,38103,,20 South Dudley ST,,,Memphis,TN,38103,YES
1493,47,01,0791,4702940,8006,02270,Power Center Academy High School,1,www.powercenteracademy.org,9013336874,6120 Winchester RD,,,Memphis,TN,38115,,6120 Winchester RD,,,Memphis,TN,38115,YES
1494,47,01,0791,4702940,8007,02274,Memphis Business Academy Elementary School,1,http://www.mbacharterschools.org/,9013581651,2450 Frayser BL,,,Memphis,TN,38127,,2450 Frayser BL,,,Memphis,TN,38127,YES
1495,47,01,0791,4702940,8010,02046,Memphis Academy Of Health Sciences,1,http://mahsmiddleandhigh.com,9013821441,3925 Chelsea Avenue Extended ,,,Memphis,TN,38108,,3925 Chelsea Avenue Extended ,,,Memphis,TN,38108,YES
1496,47,01,0791,4702940,8013,02179,Memphis Academy of Health Sciences High School,1,http://mahsmiddleandhigh.com,9013821441,3925 Chelsea Extended ,,,Memphis,TN,38107,,3925 Chelsea Extended ,,,Memphis,TN,38107,YES
1497,47,01,0791,4702940,8015,02084,Memphis Business Academy Middle,1,http://www.mbacharterschools.org/,9013808176,3333 Old Brownsville RD,,,Memphis,TN,38134,,3333 Old Brownsville RD,,,Memphis,TN,38134,YES
1498,47,01,0791,4702940,8017,02178,Memphis Business Academy High School,1,http://www.mbacharterschools.org/,9013808176,2450 Frayser BL,,,Memphis,TN,38127,5823,2450 Frayser BL,,,Memphis,TN,38127,YES
1499,47,01,0791,4702940,8020,02171,Power Center Academy Middle,1,www.powercenteracademy.org,9013331940,6120 Winchester RD,,,Memphis,TN,38115,4014,6120 Winchester RD,,,Memphis,TN,38115,YES
1500,47,01,0791,4702940,8025,02085,Promise Academy,1,http://promiseacademy.com,9013244456,1346 Bryan ST,,,Memphis,TN,38108,,1346 Bryan ST,,,Memphis,TN,38108,YES
1501,47,01,0791,4702940,8028,02086,Southern Ave Charter Sch Of Acad Excellence Creative Arts,1,http://southernavecharterschool.org,9017437335,221 Democrat ,,,Memphis,TN,38132,,221 Democrat ,,,Memphis,TN,38132,YES
1502,47,01,0791,4702940,8030,02087,Star Academy,1,http://staracademycharter.com,9012197063,3240 James RD,,,Memphis,TN,38108,,3240 James RD,,,Memphis,TN,38108,YES
1503,47,01,0791,4702940,8032,02088,Soulsville Charter School,1,www.thesoulsvillecharterschool.org,9012616390,910 East Mc Lemore ,,,Memphis,TN,38106,3338,910 East Mc Lemore ,,,Memphis,TN,38106,YES
1504,47,01,0791,4702940,8034,02208,Freedom Preparatory Academy,1,http://freedomprep.org,9015964999,5132 Jonetta RD,,,Memphis,TN,38109,,5132 Jonetta RD,,,Memphis,TN,38109,YES
1505,47,01,0791,4702940,8036,02209,City University Boys Preparatory,1,http://cityuniversityschool.org,9017752219,1550 Dunn AV,,,Memphis,TN,38106,,1550 Dunn AV,,,Memphis,TN,38106,YES
1506,47,01,0791,4702940,8038,01928,KIPP Memphis Collegiate Middle,1,http://kippdiamondacademy.org,9014164615,2110 Howell ,,,Memphis,TN,38108,,2110 Howell ,,,Memphis,TN,38108,YES
1507,47,01,0791,4702940,8040,02250,Memphis College Preparatory,1,,9015819227,278 Greenlaw ,,,Memphis,TN,38105,,278 Greenlaw ,,,Memphis,TN,38105,YES
1508,47,01,0791,4702940,8042,02228,Omni Prep Academy - North Point Lower School,1,www.omnischools.org,9018284935,3333 Old Brownsville RD,,,Memphis,TN,38134,,3333 Old Brownsville RD,,,Memphis,TN,38134,YES
1509,47,01,0791,4702940,8044,02243,Omni Prep Academy - North Pointe Middle School,1,www.omnischools.org,9018284935,3333 Old Brownsville RD,,,Memphis,TN,38134,,3333 Old Brownsville RD,,,Memphis,TN,38134,YES
1510,47,01,0791,4702940,8046,02232,Southern Avenue Middle,1,http://www.southernavechartermiddle.org/,9017437335,3311 Kimball AV,,,Memphis,TN,38111,,3311 Kimball AV,,,Memphis,TN,38111,YES
1511,47,01,0791,4702940,8048,02238,New Consortium of Law and Business,3,,9014165444,62 North Main ST,,,Memphis,TN,38103,,62 North Main ST,,,Memphis,TN,38103,YES
1512,47,01,0791,4702940,8052,02245,Memphis School of Excellence,1,,9013677814,4450 S. Mendenhall ,,,Memphis,TN,38141,,4450 S. Mendenhall ,,,Memphis,TN,38141,YES
1513,47,01,0791,4702940,8054,02248,Veritas College Preparatory,1,http://veritascollegeprep.org,9013224200,168 Jefferson AV,,,Memphis,TN,38103,,168 Jefferson AV,,,Memphis,TN,38103,YES
1514,47,01,0791,,8056,,Aurora Collegiate Academy,1,,9012970657,894 Isabella ,,,Memphis,TN,38122,,894 Isabella ,,,Memphis,TN,38122,YES
1515,47,01,0791,,8058,,KIPP Memphis Middle Academy,1,,9012929618,2110 Howell ,,,Memphis,TN,38108,,2110 Howell ,,,Memphis,TN,38108,YES
1516,47,01,0791,,8060,,Memphis Grizzlies Preparatory Charter School,1,,9018717697,168 Jefferson ST,,,Memphis,TN,38103,,168 Jefferson ST,,,Memphis,TN,38103,YES
1517,47,01,0791,,8062,,KIPP Memphis Collegiate Elementary,1,,9012185559,230 Henry AV,,,Memphis,TN,38107,,230 Henry AV,,,Memphis,TN,38107,YES
1518,47,01,0800,4703870,0005,01596,Carthage Elementary,1,ces.mwsi.net,6157350433,149  Skyline  DR,,,Carthage,TN,37030,,149  Skyline  DR,,,Carthage,TN,37030,NO
1519,47,01,0800,4703870,0015,01598,Defeated Elementary,1,,6157743150,451 Defeated Creek HW,,,Carthage,TN,37030,,451 Defeated Creek HW,,,Carthage,TN,37030,NO
1520,47,01,0800,4703870,0020,01599,Forks River Elementary,1,,6158972676,611  Cookeville  HW,,,Elmwood,TN,38560,,611  Cookeville  HW,,,Elmwood,TN,38560,NO
1521,47,01,0800,4703870,0025,02047,Gordonsville High School,1,,6156838245,110 Main Street East ,,,Gordonsville,TN,38563,,110 Main Street East ,,,Gordonsville,TN,38563,NO
1522,47,01,0800,4703870,0030,01601,Gordonsville Elementary School,1,,6156838252,104 Main Street East ,,,Gordonsville,TN,38563,,104 Main Street East ,,,Gordonsville,TN,38563,NO
1523,47,01,0800,4703870,0035,01602,New Middleton Elementary,1,,6156838411,402 New Middleton HW,,,Gordonsville,TN,38563,,402 New Middleton HW,,,Gordonsville,TN,38563,NO
1524,47,01,0800,4703870,0043,02090,Smith County Adult High School,1,,6157358246,207 N. Main ST,,,Carthage,TN,37030,,126 Middle School Lane,,,Carthage,TN,37030,NO
1525,47,01,0800,4703870,0045,01604,Smith County High School,1,,6157359219,312 Fite AV,,,Carthage,TN,37030,,312 Fite AV,,,Carthage,TN,37030,NO
1526,47,01,0800,4703870,0051,01942,Smith County Middle School,1,,6157358277,134 Smith Co Middle School LA,,,Carthage,TN,37030,,134 Smith Co Middle School LA,,,Carthage,TN,37030,NO
1527,47,01,0800,4703870,0060,01607,Union Heights Elementary,1,,6157351975,663  Lebanon  HW,,,Carthage,TN,37030,,663  Lebanon  HW,,,Carthage,TN,37030,NO
1528,47,01,0810,4703960,0010,02091,Stewart County Middle School,1,,9312329112,723 Spring ST,,,Dover,TN,37058,,723 Spring ST,,,Dover,TN,37058,NO
1529,47,01,0810,4703960,0015,01610,Dover Elementary,1,www.stewartcountyschools.net,9312325442,1010 Moore RD,,,Dover,TN,37058,,1010 Moore RD,,,Dover,TN,37058,NO
1530,47,01,0810,4703960,0017,01611,North Stewart Elementary,1,www.stewartcountyschools.net,9312325505,2201  Hwy  79 ,,,Big Rock,TN,37023,,2201  Hwy  79 ,,,Big Rock,TN,37023,NO
1531,47,01,0810,4703960,0025,01612,Stewart Co High School,1,www.stewartcountyschools.net,9312325179,120 Robertson Hill RD,,,Dover,TN,37058,,120 Robertson Hill RD,,,Dover,TN,37058,NO
1532,47,01,0810,4703960,0040,02093,Stewart County Adult High School,1,,9312325179,120 Robertson Hill RD,,,Dover,TN,37058,,120 Robertson Hill RD,,,Dover,TN,37058,NO
1533,47,01,0820,4703990,0025,01617,Blountville Elementary,1,http://www.scde.k12.tn.us/bes,4233541650,155  School  AV,,,Blountville,TN,37617,,155  School  AV,,,Blountville,TN,37617,NO
1534,47,01,0820,4703990,0030,01618,Blountville Middle School,1,http://www.scde.k12.tn.us/bms/,4233541600,1651 Blountville BL,,,Blountville,TN,37617,,1651 Blountville BL,,,Blountville,TN,37617,NO
1535,47,01,0820,4703990,0035,01619,Bluff City Elementary,1,http://www.scde.k12.tn.us/bce,4233541825,P O Box 280 ,,,Bluff City,TN,37618,,282 Maple DR,,,Bluff City,TN,37618,NO
1536,47,01,0820,4703990,0040,01620,Bluff City Middle School,1,http://www.scde.k12.tn.us/bcm/,4233541801,P O Box 100 ,,,Bluff City,TN,37618,,337 Carter ST,,,Bluff City,TN,37618,NO
1537,47,01,0820,4703990,0045,01621,Brookside Elementary,1,,4233541000,149 Brookside School LA,,,Kingsport,TN,37660,,149 Brookside School LA,,,Kingsport,TN,37660,NO
1538,47,01,0820,4703990,0050,01622,Cedar Grove Elementary,1,,4233541000,100 Coley ST,,,Kingsport,TN,37660,,100 Coley ST,,,Kingsport,TN,37660,NO
1539,47,01,0820,4703990,0055,01623,Central Heights Elementary,1,http://www.scde.k12.tn.us/ches/,4233541575,158 Central Heights RD,,,Blountville,TN,37617,,158 Central Heights RD,,,Blountville,TN,37617,NO
1540,47,01,0820,4703990,0060,01624,Sullivan Central High School,1,http://www.scde.k12.tn.us/chs/,4233541200,131  Shipley  Ferry RD,,,Blountville,TN,37617,,131  Shipley  Ferry RD,,,Blountville,TN,37617,NO
1541,47,01,0820,4703990,0075,01628,Colonial Heights Middle,1,http://www.scde.k12.tn.us/chms/,4233541360,415 Lebanon RD,,,Kingsport,TN,37663,,415 Lebanon RD,,,Kingsport,TN,37663,NO
1542,47,01,0820,4703990,0080,01630,Sullivan East High School,1,http://www.scde.k12.tn.us/ehs/index.htm,4233541900,4180  Weaver  PK,,,Bluff City,TN,37618,,4180  Weaver  PK,,,Bluff City,TN,37618,NO
1543,47,01,0820,4703990,0085,01631,Emmett Elementary,1,http://www.scde.k12.tn.us/ees,4233541865,753  Emmett  RD,,,Bristol,TN,37620,,753  Emmett  RD,,,Bristol,TN,37620,NO
1544,47,01,0820,4703990,0095,01634,Holston Elementary,1,http://www.scde.k12.tn.us/hes,4233541550,2348  Hwy  75 ,,,Blountville,TN,37617,,2348  Hwy  75 ,,,Blountville,TN,37617,NO
1545,47,01,0820,4703990,0100,01635,Holston Middle School,1,http://www.scde.k12.tn.us/hms,4233541500,2348  Hwy  75 ,,,Blountville,TN,37617,,2348  Hwy  75 ,,,Blountville,TN,37617,NO
1546,47,01,0820,4703990,0110,01637,Holston Valley Middle School,1,http://www.scde.k12.tn.us/hvms,4233541880,1717  Bristol  Caverns HW,,,Bristol,TN,37620,,1717  Bristol  Caverns HW,,,Bristol,TN,37620,NO
1547,47,01,0820,4703990,0115,01638,Indian Springs Elementary,1,http://www.scde.k12.tn.us/ises/,4233541685,333  Hill  RD,,,Kingsport,TN,37664,,333  Hill  RD,,,Kingsport,TN,37664,NO
1548,47,01,0820,4703990,0120,01639,Ketron Intermediate School,1,,4233541000,3301 Bloomingdale,,,Kingsport,TN,37660,,3301 Bloomingdale,,,Kingsport,TN,37660,NO
1549,47,01,0820,4703990,0125,01640,Kingsley Elementary,1,,4233541000,100 Emory,,,Kingsport,TN,37660,,100 Emory,,,Kingsport,TN,37660,NO
1550,47,01,0820,4703990,0150,01645,Mary Hughes School,1,http://www.scde.k12.tn.us/mhs,4233541835,240  Austin  Springs RD,,,Piney Flats,TN,37686,,240  Austin  Springs RD,,,Piney Flats,TN,37686,NO
1551,47,01,0820,4703990,0155,01646,Miller Perry Elementary,1,http://www.scde.k12.tn.us/mpe/,4233541760,904  Fordtown  RD,,,Kingsport,TN,37663,,904  Fordtown  RD,,,Kingsport,TN,37663,NO
1552,47,01,0820,4703990,0170,01648,Rock Springs Elementary,1,http://www.scde.k12.tn.us/rse/,4233541380,1238  Moreland  DR,,,Kingsport,TN,37664,,1238  Moreland  DR,,,Kingsport,TN,37664,NO
1553,47,01,0820,4703990,0175,01649,Sullivan Gardens K-8,1,http://www.scde.k12.tn.us/ses/,4233541770,209 Rosemont AV,,,Kingsport,TN,37660,,209 Rosemont AV,,,Kingsport,TN,37660,NO
1554,47,01,0820,4703990,0180,01650,Sullivan Middle School,1,,4233541000,4154 Wilcox,,,Kingsport,TN,37660,,4154 Wilcox,,,Kingsport,TN,37660,NO
1555,47,01,0820,4703990,0182,01862,Sullivan North High School,1,http://www.scde.k12.tn.us/nhs,4233541400,2533  J  B Dennis Bypass ,,,Kingsport,TN,37660,,2533  J  B Dennis Bypass ,,,Kingsport,TN,37660,NO
1556,47,01,0820,4703990,0183,01863,Sullivan South High School,1,http://www.scde.k12.tn.us/shs/,4233541300,1236  Moreland  DR,,,Kingsport,TN,37664,,1236  Moreland  DR,,,Kingsport,TN,37664,NO
1557,47,01,0820,4703990,0200,01654,Weaver Elementary,1,http://www.scde.k12.tn.us/weaver,4233541853,3341  Weaver  PK,,,Bristol,TN,37620,,3341  Weaver  PK,,,Bristol,TN,37620,NO
1558,47,01,0820,,0210,,North Middle School,1,,4233541753,2533 John B. Denis By-Pass ,,,Kingsport,TN,37660,,2533 John B. Denis By-Pass ,,,Kingsport,TN,37660,NO
1559,47,01,0820,,0215,,Ketron Elementary School,1,,4233541715,3301 Bloomington PK,,,Kingsport,TN,37660,,3301 Bloomington PK,,,Kingsport,TN,37660,NO
1560,47,01,0821,4700360,0005,00107,Anderson Elementary,1,www.btcs.org,4236529444,901  Ninth  ST,,,Bristol,TN,37620,,901 Ninth ST,,,Bristol,TN,37620,NO
1561,47,01,0821,4700360,0007,00108,Avoca Elementary,1,www.btcs.org,4236529445,2440 Volunteer PW,,,Bristol,TN,37620,,2440  Volunteer  PW,,,Bristol,TN,37620,NO
1562,47,01,0821,4700360,0020,00111,Fairmount Elementary,1,www.btcs.org,4236529311,821 Virginia AV,,,Bristol,TN,37620,,821 Virginia AV,,,Bristol,TN,37620,NO
1563,47,01,0821,4700360,0025,00112,Haynesfield Elementary,1,www.btcs.org,4236529292,201 Bluff City HW,,,Bristol,TN,37620,,201  Bluff  City HW,,,Bristol,TN,37620,NO
1564,47,01,0821,4700360,0030,00113,Holston View Elementary,1,www.btcs.org,4236529470,1840 King College RD,,,Bristol,TN,37620,,1840  King  College RD,,,Bristol,TN,37620,NO
1565,47,01,0821,4700360,0035,00114,Vance Middle School,1,www.btcs.org,4236529449,815  Edgemont  Avenue ,,,Bristol,TN,37620,,815 Edgemont AV,,,Bristol,TN,37620,NO
1566,47,01,0821,4700360,0045,00116,Tennessee High School,1,www.btcs.org,4236529494,1112  Edgemont  Avenue ,,,Bristol,TN,37620,,1112 Edgemont AV,,,Bristol,TN,37620,NO
1567,47,01,0821,,0050,,Tennessee Online Public School,1,,4236529451,615 MLK Jr. BL,,,Bristol,TN,37620,,615 MLK Jr. BL,,,Bristol,TN,37620,NO
1568,47,01,0822,4702190,0010,00706,Dobyns - Bennett High,1,www.kpt.k12.tn.us/db/,4233788400,1800  Legion  DR,,,Kingsport,TN,37664,,1800  Legion  DR,,,Kingsport,TN,37664,NO
1569,47,01,0822,4702190,0015,00707,Jackson Elementary,1,,4233782250,600  Jackson  ST,,,Kingsport,TN,37660,,600  Jackson  ST,,,Kingsport,TN,37660,NO
1570,47,01,0822,4702190,0020,00708,Jefferson Elementary,1,,4233782270,2216 Westmoreland AV,,,Kingsport,TN,37664,,2216 Westmoreland AV,,,Kingsport,TN,37664,NO
1571,47,01,0822,4702190,0025,00709,Johnson Elementary,1,,4233782300,1001  Ormond  DR,,,Kingsport,TN,37664,,1001  Ormond  DR,,,Kingsport,TN,37664,NO
1572,47,01,0822,4702190,0028,02005,Kennedy Elementary,1,,4238572700,1500 Woodland AV,,,Kingsport,TN,37660,,1500 Woodland AV,,,Kingsport,TN,37660,NO
1573,47,01,0822,4702190,0030,00710,Lincoln Elementary,1,,4233782360,1000  Summer  ST,,,Kingsport,TN,37664,,1000  Summer  ST,,,Kingsport,TN,37664,NO
1574,47,01,0822,4702190,0032,02216,John Adams Elementary,1,,4233782100,2727 Edinburgh Channel Rd,,,Kingsport,TN,37664,,2727 Edinburgh Channel Rd,,,Kingsport,TN,37664,NO
1575,47,01,0822,4702190,0037,01167,Palmer Center,2,,4233782130,1609  Ft  Henry DR,,,Kingsport,TN,37664,,1609  Ft  Henry DR,,,Kingsport,TN,37664,NO
1576,47,01,0822,4702190,0040,00713,Robinson Middle School,1,,4233782200,1517  Jessee  ST,,,Kingsport,TN,37664,,1517  Jessee  ST,,,Kingsport,TN,37664,NO
1577,47,01,0822,4702190,0045,00714,Sevier Middle School,1,,4233782350,1200  Wateree  ST,,,Kingsport,TN,37660,,1200  Wateree  ST,,,Kingsport,TN,37660,NO
1578,47,01,0822,4702190,0050,00715,Washington Elementary,1,www.kpt.k12.tn.us/wash/index.htm,4233782480,1100  Bellingham  DR,,,Kingsport,TN,37660,,1100  Bellingham  DR,,,Kingsport,TN,37660,NO
1579,47,01,0822,4702190,0055,00190,Roosevelt Elementary,1,,4238572600,1051  Lake  ST,,,Kingsport,TN,37660,,1051  Lake  ST,,,Kingsport,TN,37660,NO
1580,47,01,0822,4702190,0060,02282,Cora Cox Academy,1,,4233782185,520 Myrtle ST,,,Kingsport,TN,37660,,520 Myrtle ST,,,Kingsport,TN,37660,NO
1581,47,01,0830,4704020,0003,01179,Jack Anderson Elementary,1,,6152645830,250  Shutes  LA,,,Hendersonville,TN,37075,,250  Shutes  LA,,,Hendersonville,TN,37075,NO
1582,47,01,0830,4704020,0005,01656,Beech Elementary,1,,6158242700,3120 Long Hollow PK,,,Hendersonville,TN,37075,,3120 Long Hollow PK,,,Hendersonville,TN,37075,NO
1583,47,01,0830,4704020,0007,01891,Beech Sr High School,1,volweb.utk.edu/Schools/sumnercs/bhs.htm,6158246200,3126 Long  Hollow PK,,,Hendersonville,TN,37075,,3126 Long  Hollow PK,,,Hendersonville,TN,37075,NO
1584,47,01,0830,4704020,0010,01657,Bethpage Elementary,1,volweb.utk.edu/Schools/sumnercs/bpageele/,6158413212,420 Old Highway 31 E ,,,Bethpage,TN,37022,,420 Old Highway 31 E ,,,Bethpage,TN,37022,NO
1585,47,01,0830,4704020,0015,00408,Robert E Ellis Middle,1,www.ellismiddle.com/,6152646093,100 Indian Lake RD,,,Hendersonville,TN,37075,,100 Indian Lake RD,,,Hendersonville,TN,37075,NO
1586,47,01,0830,4704020,0025,01659,Gallatin Senior High School,1,voyager.rtd.utk.edu/volweb/school/sumnercs/gallatin/index.html,6154522621,700 Dan P. Herron DR,,,Gallatin,TN,37066,3679,700 Dan P. Herron DR,,,Gallatin,TN,37066,NO
1587,47,01,0830,4704020,0030,01660,Guild Elementary,1,,6154525583,1018 South Water ST,,,Gallatin,TN,37066,,1018 South Water ST,,,Gallatin,TN,37066,NO
1588,47,01,0830,4704020,0035,01661,Gene W. Brown Elementary,1,,6158248633,115  Gail  DR,,,Hendersonville,TN,37075,,115  Gail  DR,,,Hendersonville,TN,37075,NO
1589,47,01,0830,4704020,0040,01662,Hendersonville High School,1,,6158246162,123  Cherokee  RD,,,Hendersonville,TN,37075,,123  Cherokee  RD,,,Hendersonville,TN,37075,NO
1590,47,01,0830,4704020,0050,01663,Howard Elementary,1,,6154523025,805 Long Hollow PK,,,Gallatin,TN,37066,,805 Long Hollow PK,,,Gallatin,TN,37066,NO
1591,47,01,0830,4704020,0051,01664,T. W. Hunter Middle School,1,voyager.rtd.utk.edu/volweb/Schools/sumnercs/twhunter/,6158224720,2101 New Hope RD,,,Hendersonville,TN,37075,,2101 New Hope RD,,,Hendersonville,TN,37075,NO
1592,47,01,0830,4704020,0052,01864,Indian Lake Elementary,1,www.ileonline.org,6158246810,505  Indian  Lake RD,,,Hendersonville,TN,37075,,505  Indian  Lake RD,,,Hendersonville,TN,37075,NO
1593,47,01,0830,4704020,0053,01665,Merrol Hyde Magnet School,1,,6152646543,128  Township  DR,,,Hendersonville,TN,37075,,128  Township  DR,,,Hendersonville,TN,37075,NO
1594,47,01,0830,4704020,0054,00975,J W Wiseman Elementary,1,,6153258580,922 South Broadway ,,,Portland,TN,37148,,922 South Broadway ,,,Portland,TN,37148,NO
1595,47,01,0830,4704020,0055,01666,Lakeside Park Elementary,1,,6158245151,204  Dolphus  DR,,,Hendersonville,TN,37075,,204  Dolphus  DR,,,Hendersonville,TN,37075,NO
1596,47,01,0830,4704020,0056,02048,Station Camp Middle School,1,,6152060116,281 Big Station Camp BL,,,Gallatin,TN,37066,,281 Big Station Camp BL,,,Gallatin,TN,37066,NO
1597,47,01,0830,4704020,0057,00978,Madison Creek Elementary,1,,6158594991,1040  Madison  Creek RD,,,Goodlettsville,TN,37072,,1040  Madison  Creek RD,,,Goodlettsville,TN,37072,NO
1598,47,01,0830,4704020,0060,01667,Millersville Elementary,1,,6158591439,1248  Louisville  HW,,,Goodlettsville,TN,37072,,1248  Louisville  HW,,,Goodlettsville,TN,37072,NO
1599,47,01,0830,4704020,0065,01668,Nannie Berry Elementary,1,www.sumnerschools.org/nbe/,6158223123,138 Indian Lake RD,,,Hendersonville,TN,37075,,138 Indian Lake RD,,,Hendersonville,TN,37075,NO
1600,47,01,0830,4704020,0070,01865,Watt Hardison Elementary,1,volweb.utk.edu/Schools/sumnercs/whardele/,6153253233,300  Gibson  ST,,,Portland,TN,37148,,300  Gibson  ST,,,Portland,TN,37148,NO
1601,47,01,0830,4704020,0075,01670,North Sumner Elementary,1,,6158882281,1485 North Sumner RD,,,Bethpage,TN,37022,,1485 North Sumner RD,,,Bethpage,TN,37022,NO
1602,47,01,0830,4704020,0080,01671,Oakmont Elementary,1,,6153255313,3323  Highway  76 ,,,Cottontown,TN,37048,,3323  Highway  76 ,,,Cottontown,TN,37048,NO
1603,47,01,0830,4704020,0085,01672,Portland High School,1,,6153259201,600  College  ST,,,Portland,TN,37148,,600  College  ST,,,Portland,TN,37148,NO
1604,47,01,0830,4704020,0090,01673,Portland East Middle School,1,,6153254146,604 South Broadway ,,,Portland,TN,37148,,604 South Broadway ,,,Portland,TN,37148,NO
1605,47,01,0830,4704020,0093,00863,E B Wilson Night School,1,,6152646085,102 Indian Lake RD,,,Hendersonville,TN,37075,,102 Indian Lake RD,,,Hendersonville,TN,37075,NO
1606,47,01,0830,4704020,0095,01674,Clyde Riggs Elementary,1,volweb.utk.edu/Schools/sumnercs/criggsel/,6153252391,211 Fountain Head RD,,,Portland,TN,37148,,211 Fountain Head RD,,,Portland,TN,37148,NO
1607,47,01,0830,4704020,0097,01213,Joe Shafer Middle School,1,volweb.utk.edu/Schools/sumnercs/shaferms/,6154529100,240 Albert Gallatin BL,,,Gallatin,TN,37066,,240 Albert Gallatin BL,,,Gallatin,TN,37066,NO
1608,47,01,0830,4704020,0100,01677,Rucker Stewart Middle,1,,6154521734,350  Hancock  ST,,,Gallatin,TN,37066,,350  Hancock  ST,,,Gallatin,TN,37066,NO
1609,47,01,0830,4704020,0101,02155,Station Camp Elementary,1,,6152300387,1020 Bison TR,,,Gallatin,TN,37066,,1020 Bison TR,,,Gallatin,TN,37066,NO
1610,47,01,0830,4704020,0102,01943,Station Camp High School,1,,6154516551,1040 Bison TR,,,Gallatin,TN,37066,,1040 Bison TR,,,Gallatin,TN,37066,NO
1611,47,01,0830,4704020,0104,01944,Benny C. Bills Elementary School,1,,6154516577,1030 Union School RD,,,Gallatin,TN,37066,,1030 Union School RD,,,Gallatin,TN,37066,NO
1612,47,01,0830,4704020,0105,01676,Union Elementary School,1,,6154520737,516  Carson  ST,,,Gallatin,TN,37066,,516  Carson  ST,,,Gallatin,TN,37066,NO
1613,47,01,0830,4704020,0107,01678,V G Hawkins Middle School,1,,6158243456,487 A. Walton Ferry RD,,,Hendersonville,TN,37075,,487 A. Walton Ferry RD,,,Hendersonville,TN,37075,NO
1614,47,01,0830,4704020,0109,01215,Vena Stuart Elementary,1,,6154521486,780  Hart  ST,,,Gallatin,TN,37066,,780  Hart  ST,,,Gallatin,TN,37066,NO
1615,47,01,0830,4704020,0110,01225,R T Fisher Alternative,4,,6154516558,455 North Boyers ,,,Gallatin,TN,37066,,455 North Boyers ,,,Gallatin,TN,37066,NO
1616,47,01,0830,4704020,0112,01680,Walton Ferry Elementary,1,volweb.utk.edu/Schools/sumnercs/ferryel/,6158243217,732 Walton Ferry RD,,,Hendersonville,TN,37075,,732 Walton Ferry RD,,,Hendersonville,TN,37075,NO
1617,47,01,0830,4704020,0113,01681,George A Whitten Elementary,1,,6158243258,140  Scotch  ST,,,Hendersonville,TN,37075,,140  Scotch  ST,,,Hendersonville,TN,37075,NO
1618,47,01,0830,4704020,0115,01682,Westmoreland Elementary,1,,6156442340,P O Box 9,,,Westmoreland,TN,37186,,4178 Hawkins DR,,,Westmoreland,TN,37186,NO
1619,47,01,0830,4704020,0117,01989,Westmoreland Middle School,1,,6156443003,4128 Hawkins DR,,,Westmoreland,TN,37186,,4128 Hawkins DR,,,Westmoreland,TN,37186,NO
1620,47,01,0830,4704020,0120,01683,Westmoreland High School,1,,6156442280, P. O.box 119 ,,,Westmoreland,TN,37186,,4300 Hawkins DR,,,Westmoreland,TN,37186,NO
1621,47,01,0830,4704020,0125,01684,White House High School,1,,6156723761,508 Tyree Springs RD,,,White House,TN,37188,,508 Tyree Springs RD,,,White House,TN,37188,NO
1622,47,01,0830,4704020,0130,01685,White House Middle School,1,,6156724379,2020 Highway 31 West ,,,White House,TN,37188,,2020 Highway 31 West ,,,White House,TN,37188,NO
1623,47,01,0830,4704020,0135,02203,Knox Doss Middle School at Drakes Creek,1,,6158248383,1338 Drakes Creek RD,,,Hendersonville,TN,37075,,1338 Drakes Creek RD,,,Hendersonville,TN,37075,NO
