year,district,school,district_name,school_name,subject,grade,subgroup,valid_tests,pct_below_bsc,pct_bsc,pct_bsc_and_below,pct_prof,pct_adv,pct_prof_adv
2013,670,0,Overton County,District,English III,9th through 12th,Economically Disadvantaged,138,31.9,37.7,69.6,20.3,10.1,30.4
2013,670,0,Overton County,District,English III,9th through 12th,Students with Disabilities,24,***,***,***,***,***,***
2013,670,0,Overton County,District,English III,9th through 12th,English Language Learners,,,,,,,
2013,670,0,Overton County,District,English III,9th through 12th,Black/Hispanic/Native American,*,*,*,*,*,*,*
2013,680,0,Perry County,District,Math,3rd through 8th,All Students,487,6.7,33.3,40,37,23,60
2013,680,0,Perry County,District,Math,3rd through 8th,White,446,6.5,33.2,39.7,36.3,24,60.3
2013,680,0,Perry County,District,Math,3rd through 8th,Hispanic,13,0,38.5,38.5,53.8,7.7,61.5
2013,680,0,Perry County,District,Math,3rd through 8th,Black,18,16.7,44.4,61.1,38.9,0,38.9
2013,680,0,Perry County,District,Math,3rd through 8th,Asian,*,*,*,*,*,*,*
2013,680,0,Perry County,District,Math,3rd through 8th,Native American,*,*,*,*,*,*,*
2013,680,0,Perry County,District,Math,3rd through 8th,Hawaiian or Pacific Islander,*,*,*,*,*,*,*
2013,680,0,Perry County,District,Math,3rd through 8th,Economically Disadvantaged,342,6.7,35.1,41.8,38.6,19.6,58.2
2013,680,0,Perry County,District,Math,3rd through 8th,Students with Disabilities,69,21.8,36.2,58,21.7,20.3,42
2013,680,0,Perry County,District,Math,3rd through 8th,English Language Learners,,,,,,,
2013,680,0,Perry County,District,Math,3rd through 8th,Black/Hispanic/Native American,39,10.2,35.9,46.1,43.6,10.3,53.9
2013,680,0,Perry County,District,Math,3rd,All Students,86,1.2,18.6,19.8,53.5,26.7,80.2
2013,680,0,Perry County,District,Math,3rd,White,76,1.4,15.8,17.2,53.9,28.9,82.8
2013,680,0,Perry County,District,Math,3rd,Hispanic,*,*,*,*,*,*,*
2013,680,0,Perry County,District,Math,3rd,Black,*,*,*,*,*,*,*
2013,680,0,Perry County,District,Math,3rd,Asian,,,,,,,
2013,680,0,Perry County,District,Math,3rd,Native American,*,*,*,*,*,*,*
2013,680,0,Perry County,District,Math,3rd,Hawaiian or Pacific Islander,*,*,*,*,*,*,*
2013,680,0,Perry County,District,Math,3rd,Economically Disadvantaged,67,1.5,17.9,19.4,56.7,23.9,80.6
2013,680,0,Perry County,District,Math,3rd,Students with Disabilities,19,5.2,15.8,21,31.6,47.4,79
2013,680,0,Perry County,District,Math,3rd,English Language Learners,,,,,,,
2013,680,0,Perry County,District,Math,3rd,Black/Hispanic/Native American,*,*,*,*,*,*,*
2013,680,0,Perry County,District,Math,7th,All Students,84,7.2,33.3,40.5,32.1,27.4,59.5
2013,680,0,Perry County,District,Math,7th,White,76,7.9,34.2,42.1,30.3,27.6,57.9
2013,680,0,Perry County,District,Math,7th,Hispanic,*,*,*,*,*,*,*
2013,680,0,Perry County,District,Math,7th,Black,*,*,*,*,*,*,*
2013,680,0,Perry County,District,Math,7th,Asian,*,*,*,*,*,*,*
2013,680,0,Perry County,District,Math,7th,Native American,*,*,*,*,*,*,*
2013,680,0,Perry County,District,Math,7th,Hawaiian or Pacific Islander,,,,,,,
2013,680,0,Perry County,District,Math,7th,Economically Disadvantaged,55,7.3,32.7,40,34.5,25.5,60
2013,680,0,Perry County,District,Math,7th,Students with Disabilities,12,33.3,16.7,50,25,25,50
2013,680,0,Perry County,District,Math,7th,English Language Learners,,,,,,,
2013,680,0,Perry County,District,Math,7th,Black/Hispanic/Native American,*,*,*,*,*,*,*
2013,680,0,Perry County,District,RLA,3rd through 8th,All Students,487,8.2,41.9,50.1,41.3,8.6,49.9
2013,680,0,Perry County,District,RLA,3rd through 8th,White,446,7.7,41.7,49.4,41.9,8.7,50.6
2013,680,0,Perry County,District,RLA,3rd through 8th,Hispanic,13,7.6,30.8,38.4,38.5,23.1,61.6
2013,680,0,Perry County,District,RLA,3rd through 8th,Black,18,27.7,55.6,83.3,16.7,0,16.7
2013,680,0,Perry County,District,RLA,3rd through 8th,Asian,*,*,*,*,*,*,*
2013,680,0,Perry County,District,RLA,3rd through 8th,Native American,*,*,*,*,*,*,*
2013,680,0,Perry County,District,RLA,3rd through 8th,Hawaiian or Pacific Islander,*,*,*,*,*,*,*
2013,680,0,Perry County,District,RLA,3rd through 8th,Economically Disadvantaged,342,8.4,44.2,52.6,39.8,7.6,47.4
2013,680,0,Perry County,District,RLA,3rd through 8th,Students with Disabilities,69,21.8,46.4,68.2,15.9,15.9,31.8
2013,680,0,Perry County,District,RLA,3rd through 8th,English Language Learners,,,,,,,
2013,680,0,Perry County,District,RLA,3rd through 8th,Black/Hispanic/Native American,39,15.4,43.6,59,33.3,7.7,41
2013,680,0,Perry County,District,RLA,3rd,All Students,86,2.3,38.4,40.7,45.3,14,59.3
2013,680,0,Perry County,District,RLA,3rd,White,76,2.6,38.2,40.8,44.7,14.5,59.2
2013,680,0,Perry County,District,RLA,3rd,Hispanic,*,*,*,*,*,*,*
2013,680,0,Perry County,District,RLA,3rd,Black,*,*,*,*,*,*,*
2013,680,0,Perry County,District,RLA,3rd,Asian,,,,,,,
2013,680,0,Perry County,District,RLA,3rd,Native American,*,*,*,*,*,*,*
2013,680,0,Perry County,District,RLA,3rd,Hawaiian or Pacific Islander,*,*,*,*,*,*,*
2013,680,0,Perry County,District,RLA,3rd,Economically Disadvantaged,67,1.5,38.8,40.3,44.8,14.9,59.7
2013,680,0,Perry County,District,RLA,3rd,Students with Disabilities,19,10.6,36.8,47.4,15.8,36.8,52.6
2013,680,0,Perry County,District,RLA,3rd,English Language Learners,,,,,,,
2013,680,0,Perry County,District,RLA,3rd,Black/Hispanic/Native American,*,*,*,*,*,*,*
2013,680,0,Perry County,District,RLA,7th,All Students,84,11.9,39.3,51.2,35.7,13.1,48.8
2013,680,0,Perry County,District,RLA,7th,White,76,11.9,36.8,48.7,36.8,14.5,51.3
2013,680,0,Perry County,District,RLA,7th,Hispanic,*,*,*,*,*,*,*
2013,680,0,Perry County,District,RLA,7th,Black,*,*,*,*,*,*,*
2013,680,0,Perry County,District,RLA,7th,Asian,*,*,*,*,*,*,*
2013,680,0,Perry County,District,RLA,7th,Native American,*,*,*,*,*,*,*
2013,680,0,Perry County,District,RLA,7th,Hawaiian or Pacific Islander,,,,,,,
2013,680,0,Perry County,District,RLA,7th,Economically Disadvantaged,55,12.8,41.8,54.6,34.5,10.9,45.4
2013,680,0,Perry County,District,RLA,7th,Students with Disabilities,12,50,25,75,0,25,25
2013,680,0,Perry County,District,RLA,7th,English Language Learners,,,,,,,
2013,680,0,Perry County,District,RLA,7th,Black/Hispanic/Native American,*,*,*,*,*,*,*
2013,680,0,Perry County,District,Algebra I,9th through 12th,All Students,85,17.6,34.1,51.7,27.1,21.2,48.3
2013,680,0,Perry County,District,Algebra I,9th through 12th,White,80,17.4,35,52.4,26.3,21.3,47.6
2013,680,0,Perry County,District,Algebra I,9th through 12th,Hispanic,*,*,*,*,*,*,*
2013,680,0,Perry County,District,Algebra I,9th through 12th,Black,*,*,*,*,*,*,*
2013,680,0,Perry County,District,Algebra I,9th through 12th,Asian,*,*,*,*,*,*,*
2013,680,0,Perry County,District,Algebra I,9th through 12th,Native American,*,*,*,*,*,*,*
2013,680,0,Perry County,District,Algebra I,9th through 12th,Hawaiian or Pacific Islander,,,,,,,
2013,680,0,Perry County,District,Algebra I,9th through 12th,Economically Disadvantaged,57,17.5,35.1,52.6,28.1,19.3,47.4
2013,680,0,Perry County,District,Algebra I,9th through 12th,Students with Disabilities,*,*,*,*,*,*,*
2013,680,0,Perry County,District,Algebra I,9th through 12th,English Language Learners,,,,,,,
2013,680,0,Perry County,District,Algebra I,9th through 12th,Black/Hispanic/Native American,*,*,*,*,*,*,*
2013,680,0,Perry County,District,Algebra II,9th through 12th,All Students,163,26.3,49.1,75.4,22.1,2.5,24.6
2013,680,0,Perry County,District,Algebra II,9th through 12th,White,155,27.1,49.7,76.8,21.3,1.9,23.2
2013,680,0,Perry County,District,Algebra II,9th through 12th,Hispanic,*,*,*,*,*,*,*
2013,680,0,Perry County,District,Algebra II,9th through 12th,Black,*,*,*,*,*,*,*
2013,680,0,Perry County,District,Algebra II,9th through 12th,Asian,*,*,*,*,*,*,*
2013,680,0,Perry County,District,Algebra II,9th through 12th,Native American,,,,,,,
2013,680,0,Perry County,District,Algebra II,9th through 12th,Hawaiian or Pacific Islander,,,,,,,
2013,680,0,Perry County,District,Algebra II,9th through 12th,Economically Disadvantaged,85,30.5,45.9,76.4,21.2,2.4,23.6
2013,680,0,Perry County,District,Algebra II,9th through 12th,Students with Disabilities,*,*,*,*,*,*,*
2013,680,0,Perry County,District,Algebra II,9th through 12th,English Language Learners,,,,,,,
2013,680,0,Perry County,District,Algebra II,9th through 12th,Black/Hispanic/Native American,*,*,*,*,*,*,*
2013,680,0,Perry County,District,English II,9th through 12th,All Students,102,12.7,39.2,51.9,46.1,2,48.1
2013,680,0,Perry County,District,English II,9th through 12th,White,94,12.8,38.3,51.1,46.8,2.1,48.9
2013,680,0,Perry County,District,English II,9th through 12th,Hispanic,*,*,*,*,*,*,*
2013,680,0,Perry County,District,English II,9th through 12th,Black,*,*,*,*,*,*,*
2013,680,0,Perry County,District,English II,9th through 12th,Asian,*,*,*,*,*,*,*
2013,680,0,Perry County,District,English II,9th through 12th,Native American,*,*,*,*,*,*,*
2013,680,0,Perry County,District,English II,9th through 12th,Hawaiian or Pacific Islander,,,,,,,
2013,680,0,Perry County,District,English II,9th through 12th,Economically Disadvantaged,58,17.2,50,67.2,32.8,0,32.8
2013,680,0,Perry County,District,English II,9th through 12th,Students with Disabilities,*,*,*,*,*,*,*
2013,680,0,Perry County,District,English II,9th through 12th,English Language Learners,,,,,,,
2013,680,0,Perry County,District,English II,9th through 12th,Black/Hispanic/Native American,*,*,*,*,*,*,*
2013,680,0,Perry County,District,English III,9th through 12th,All Students,81,20.9,49.4,70.3,23.5,6.2,29.7
2013,680,0,Perry County,District,English III,9th through 12th,White,79,20.3,50.6,70.9,22.8,6.3,29.1
2013,680,0,Perry County,District,English III,9th through 12th,Hispanic,,,,,,,
2013,680,0,Perry County,District,English III,9th through 12th,Black,*,*,*,*,*,*,*
2013,680,0,Perry County,District,English III,9th through 12th,Asian,,,,,,,
2013,680,0,Perry County,District,English III,9th through 12th,Native American,,,,,,,
2013,680,0,Perry County,District,English III,9th through 12th,Hawaiian or Pacific Islander,,,,,,,
2013,680,0,Perry County,District,English III,9th through 12th,Economically Disadvantaged,45,20,51.1,71.1,20,8.9,28.9
2013,680,0,Perry County,District,English III,9th through 12th,Students with Disabilities,*,*,*,*,*,*,*
2013,680,0,Perry County,District,English III,9th through 12th,English Language Learners,,,,,,,
2013,680,0,Perry County,District,English III,9th through 12th,Black/Hispanic/Native American,*,*,*,*,*,*,*
2013,690,0,Pickett County,District,Math,3rd through 8th,All Students,353,27.5,41.1,68.6,20.1,11.3,31.4
2013,690,0,Pickett County,District,Math,3rd through 8th,White,344,27.6,41.6,69.2,19.8,11,30.8
2013,690,0,Pickett County,District,Math,3rd through 8th,Hispanic,*,*,*,*,*,*,*
2013,690,0,Pickett County,District,Math,3rd through 8th,Black,*,*,*,*,*,*,*
2013,690,0,Pickett County,District,Math,3rd through 8th,Asian,*,*,*,*,*,*,*
2013,690,0,Pickett County,District,Math,3rd through 8th,Native American,,,,,,,
2013,690,0,Pickett County,District,Math,3rd through 8th,Hawaiian or Pacific Islander,,,,,,,
2013,690,0,Pickett County,District,Math,3rd through 8th,Economically Disadvantaged,218,35.8,44.5,80.3,14.2,5.5,19.7
2013,690,0,Pickett County,District,Math,3rd through 8th,Students with Disabilities,53,***,***,***,***,***,***
2013,690,0,Pickett County,District,Math,3rd through 8th,English Language Learners,,,,,,,
2013,690,0,Pickett County,District,Math,3rd through 8th,Black/Hispanic/Native American,*,*,*,*,*,*,*
2013,690,0,Pickett County,District,Math,3rd,All Students,60,13.3,55,68.3,26.7,5,31.7
2013,690,0,Pickett County,District,Math,3rd,White,58,12,56.9,68.9,25.9,5.2,31.1
2013,690,0,Pickett County,District,Math,3rd,Hispanic,,,,,,,
2013,690,0,Pickett County,District,Math,3rd,Black,*,*,*,*,*,*,*
2013,690,0,Pickett County,District,Math,3rd,Asian,*,*,*,*,*,*,*
2013,690,0,Pickett County,District,Math,3rd,Native American,,,,,,,
2013,690,0,Pickett County,District,Math,3rd,Hawaiian or Pacific Islander,,,,,,,
2013,690,0,Pickett County,District,Math,3rd,Economically Disadvantaged,42,14.3,66.7,81,19,0,19
2013,690,0,Pickett County,District,Math,3rd,Students with Disabilities,13,53.8,38.5,92.3,7.7,0,7.7
2013,690,0,Pickett County,District,Math,3rd,English Language Learners,,,,,,,
2013,690,0,Pickett County,District,Math,3rd,Black/Hispanic/Native American,*,*,*,*,*,*,*
2013,690,0,Pickett County,District,Math,7th,All Students,71,26.7,31,57.7,33.8,8.5,42.3
2013,690,0,Pickett County,District,Math,7th,White,68,27.9,30.9,58.8,33.8,7.4,41.2
2013,690,0,Pickett County,District,Math,7th,Hispanic,*,*,*,*,*,*,*
2013,690,0,Pickett County,District,Math,7th,Black,*,*,*,*,*,*,*
2013,690,0,Pickett County,District,Math,7th,Asian,,,,,,,
2013,690,0,Pickett County,District,Math,7th,Native American,,,,,,,
2013,690,0,Pickett County,District,Math,7th,Hawaiian or Pacific Islander,,,,,,,
2013,690,0,Pickett County,District,Math,7th,Economically Disadvantaged,40,40,27.5,67.5,27.5,5,32.5
2013,690,0,Pickett County,District,Math,7th,Students with Disabilities,*,*,*,*,*,*,*
2013,690,0,Pickett County,District,Math,7th,English Language Learners,,,,,,,
2013,690,0,Pickett County,District,Math,7th,Black/Hispanic/Native American,*,*,*,*,*,*,*
2013,690,0,Pickett County,District,RLA,3rd through 8th,All Students,353,11.9,39.1,51,38.2,10.8,49
2013,690,0,Pickett County,District,RLA,3rd through 8th,White,344,12,39.5,51.5,37.5,11,48.5
2013,690,0,Pickett County,District,RLA,3rd through 8th,Hispanic,*,*,*,*,*,*,*
2013,690,0,Pickett County,District,RLA,3rd through 8th,Black,*,*,*,*,*,*,*
2013,690,0,Pickett County,District,RLA,3rd through 8th,Asian,*,*,*,*,*,*,*
2013,690,0,Pickett County,District,RLA,3rd through 8th,Native American,,,,,,,
2013,690,0,Pickett County,District,RLA,3rd through 8th,Hawaiian or Pacific Islander,,,,,,,
2013,690,0,Pickett County,District,RLA,3rd through 8th,Economically Disadvantaged,218,15.2,44.5,59.7,36.2,4.1,40.3
2013,690,0,Pickett County,District,RLA,3rd through 8th,Students with Disabilities,53,49,45.3,94.3,5.7,0,5.7
2013,690,0,Pickett County,District,RLA,3rd through 8th,English Language Learners,,,,,,,
2013,690,0,Pickett County,District,RLA,3rd through 8th,Black/Hispanic/Native American,*,*,*,*,*,*,*
2013,690,0,Pickett County,District,RLA,3rd,All Students,60,11.7,51.7,63.4,33.3,3.3,36.6
2013,690,0,Pickett County,District,RLA,3rd,White,58,10.4,53.4,63.8,32.8,3.4,36.2
2013,690,0,Pickett County,District,RLA,3rd,Hispanic,,,,,,,
2013,690,0,Pickett County,District,RLA,3rd,Black,*,*,*,*,*,*,*
2013,690,0,Pickett County,District,RLA,3rd,Asian,*,*,*,*,*,*,*
2013,690,0,Pickett County,District,RLA,3rd,Native American,,,,,,,
2013,690,0,Pickett County,District,RLA,3rd,Hawaiian or Pacific Islander,,,,,,,
2013,690,0,Pickett County,District,RLA,3rd,Economically Disadvantaged,42,9.5,64.3,73.8,26.2,0,26.2
2013,690,0,Pickett County,District,RLA,3rd,Students with Disabilities,13,30.8,61.5,92.3,7.7,0,7.7
2013,690,0,Pickett County,District,RLA,3rd,English Language Learners,,,,,,,
2013,690,0,Pickett County,District,RLA,3rd,Black/Hispanic/Native American,*,*,*,*,*,*,*
2013,690,0,Pickett County,District,RLA,7th,All Students,71,11.3,36.6,47.9,39.4,12.7,52.1
2013,690,0,Pickett County,District,RLA,7th,White,68,11.8,36.8,48.6,38.2,13.2,51.4
2013,690,0,Pickett County,District,RLA,7th,Hispanic,*,*,*,*,*,*,*
2013,690,0,Pickett County,District,RLA,7th,Black,*,*,*,*,*,*,*
2013,690,0,Pickett County,District,RLA,7th,Asian,,,,,,,
2013,690,0,Pickett County,District,RLA,7th,Native American,,,,,,,
2013,690,0,Pickett County,District,RLA,7th,Hawaiian or Pacific Islander,,,,,,,
2013,690,0,Pickett County,District,RLA,7th,Economically Disadvantaged,40,15,42.5,57.5,35,7.5,42.5
2013,690,0,Pickett County,District,RLA,7th,Students with Disabilities,*,*,*,*,*,*,*
2013,690,0,Pickett County,District,RLA,7th,English Language Learners,,,,,,,
2013,690,0,Pickett County,District,RLA,7th,Black/Hispanic/Native American,*,*,*,*,*,*,*
2013,690,0,Pickett County,District,Algebra I,9th through 12th,All Students,63,19.1,15.9,35,20.6,44.4,65
2013,690,0,Pickett County,District,Algebra I,9th through 12th,White,62,19.4,16.1,35.5,21,43.5,64.5
2013,690,0,Pickett County,District,Algebra I,9th through 12th,Hispanic,*,*,*,*,*,*,*
2013,690,0,Pickett County,District,Algebra I,9th through 12th,Black,,,,,,,
2013,690,0,Pickett County,District,Algebra I,9th through 12th,Asian,,,,,,,
2013,690,0,Pickett County,District,Algebra I,9th through 12th,Native American,,,,,,,
2013,690,0,Pickett County,District,Algebra I,9th through 12th,Hawaiian or Pacific Islander,,,,,,,
2013,690,0,Pickett County,District,Algebra I,9th through 12th,Economically Disadvantaged,36,22.2,11.1,33.3,16.7,50,66.7
2013,690,0,Pickett County,District,Algebra I,9th through 12th,Students with Disabilities,*,*,*,*,*,*,*
2013,690,0,Pickett County,District,Algebra I,9th through 12th,English Language Learners,,,,,,,
2013,690,0,Pickett County,District,Algebra I,9th through 12th,Black/Hispanic/Native American,*,*,*,*,*,*,*
2013,690,0,Pickett County,District,Algebra II,9th through 12th,All Students,57,40.4,36.8,77.2,22.8,0,22.8
2013,690,0,Pickett County,District,Algebra II,9th through 12th,White,56,39.3,37.5,76.8,23.2,0,23.2
2013,690,0,Pickett County,District,Algebra II,9th through 12th,Hispanic,,,,,,,
2013,690,0,Pickett County,District,Algebra II,9th through 12th,Black,,,,,,,
2013,690,0,Pickett County,District,Algebra II,9th through 12th,Asian,,,,,,,
2013,690,0,Pickett County,District,Algebra II,9th through 12th,Native American,*,*,*,*,*,*,*
2013,690,0,Pickett County,District,Algebra II,9th through 12th,Hawaiian or Pacific Islander,,,,,,,
2013,690,0,Pickett County,District,Algebra II,9th through 12th,Economically Disadvantaged,27,48.2,29.6,77.8,22.2,0,22.2
2013,690,0,Pickett County,District,Algebra II,9th through 12th,Students with Disabilities,*,*,*,*,*,*,*
2013,690,0,Pickett County,District,Algebra II,9th through 12th,English Language Learners,,,,,,,
2013,690,0,Pickett County,District,Algebra II,9th through 12th,Black/Hispanic/Native American,*,*,*,*,*,*,*
2013,690,0,Pickett County,District,English II,9th through 12th,All Students,49,16.3,24.5,40.8,49,10.2,59.2
2013,690,0,Pickett County,District,English II,9th through 12th,White,48,16.7,22.9,39.6,50,10.4,60.4
2013,690,0,Pickett County,District,English II,9th through 12th,Hispanic,*,*,*,*,*,*,*
2013,690,0,Pickett County,District,English II,9th through 12th,Black,,,,,,,
2013,690,0,Pickett County,District,English II,9th through 12th,Asian,,,,,,,
2013,690,0,Pickett County,District,English II,9th through 12th,Native American,,,,,,,
2013,690,0,Pickett County,District,English II,9th through 12th,Hawaiian or Pacific Islander,,,,,,,
2013,690,0,Pickett County,District,English II,9th through 12th,Economically Disadvantaged,21,19,28.6,47.6,47.6,4.8,52.4
2013,690,0,Pickett County,District,English II,9th through 12th,Students with Disabilities,*,*,*,*,*,*,*
2013,690,0,Pickett County,District,English II,9th through 12th,English Language Learners,,,,,,,
2013,690,0,Pickett County,District,English II,9th through 12th,Black/Hispanic/Native American,*,*,*,*,*,*,*
2013,690,0,Pickett County,District,English III,9th through 12th,All Students,54,9.3,40.7,50,37,13,50
2013,690,0,Pickett County,District,English III,9th through 12th,White,53,9.5,41.5,51,35.8,13.2,49
2013,690,0,Pickett County,District,English III,9th through 12th,Hispanic,,,,,,,
2013,690,0,Pickett County,District,English III,9th through 12th,Black,,,,,,,
2013,690,0,Pickett County,District,English III,9th through 12th,Asian,,,,,,,
2013,690,0,Pickett County,District,English III,9th through 12th,Native American,*,*,*,*,*,*,*
2013,690,0,Pickett County,District,English III,9th through 12th,Hawaiian or Pacific Islander,,,,,,,
2013,690,0,Pickett County,District,English III,9th through 12th,Economically Disadvantaged,25,16,40,56,40,4,44
2013,690,0,Pickett County,District,English III,9th through 12th,Students with Disabilities,*,*,*,*,*,*,*
2013,690,0,Pickett County,District,English III,9th through 12th,English Language Learners,,,,,,,
2013,690,0,Pickett County,District,English III,9th through 12th,Black/Hispanic/Native American,*,*,*,*,*,*,*
2013,700,0,Polk County,District,Math,3rd through 8th,All Students,1155,18.8,36,54.8,30,15.2,45.2
2013,700,0,Polk County,District,Math,3rd through 8th,White,1115,19,35.8,54.8,30,15.2,45.2
2013,700,0,Polk County,District,Math,3rd through 8th,Hispanic,25,8,44,52,28,20,48
2013,700,0,Polk County,District,Math,3rd through 8th,Black,11,18.1,36.4,54.5,27.3,18.2,45.5
2013,700,0,Polk County,District,Math,3rd through 8th,Asian,*,*,*,*,*,*,*
2013,700,0,Polk County,District,Math,3rd through 8th,Native American,*,*,*,*,*,*,*
2013,700,0,Polk County,District,Math,3rd through 8th,Hawaiian or Pacific Islander,,,,,,,
2013,700,0,Polk County,District,Math,3rd through 8th,Economically Disadvantaged,793,22.2,37.6,59.8,28.1,12.1,40.2
2013,700,0,Polk County,District,Math,3rd through 8th,Students with Disabilities,145,33.7,33.8,67.5,22.8,9.7,32.5
2013,700,0,Polk County,District,Math,3rd through 8th,English Language Learners,*,*,*,*,*,*,*
2013,700,0,Polk County,District,Math,3rd through 8th,Black/Hispanic/Native American,37,10.9,43.2,54.1,27,18.9,45.9
2013,700,0,Polk County,District,Math,3rd,All Students,187,6.9,47.1,54,34.8,11.2,46
2013,700,0,Polk County,District,Math,3rd,White,178,7.3,46.1,53.4,35.4,11.2,46.6
2013,700,0,Polk County,District,Math,3rd,Hispanic,*,*,*,*,*,*,*
2013,700,0,Polk County,District,Math,3rd,Black,*,*,*,*,*,*,*
2013,700,0,Polk County,District,Math,3rd,Asian,,,,,,,
2013,700,0,Polk County,District,Math,3rd,Native American,,,,,,,
2013,700,0,Polk County,District,Math,3rd,Hawaiian or Pacific Islander,,,,,,,
2013,700,0,Polk County,District,Math,3rd,Economically Disadvantaged,137,8.1,51.8,59.9,34.3,5.8,40.1
2013,700,0,Polk County,District,Math,3rd,Students with Disabilities,13,15.3,38.5,53.8,23.1,23.1,46.2
2013,700,0,Polk County,District,Math,3rd,English Language Learners,,,,,,,
2013,700,0,Polk County,District,Math,3rd,Black/Hispanic/Native American,*,*,*,*,*,*,*
2013,700,0,Polk County,District,Math,7th,All Students,200,24.5,38,62.5,25.5,12,37.5
2013,700,0,Polk County,District,Math,7th,White,195,24.6,38.5,63.1,25.6,11.3,36.9
2013,700,0,Polk County,District,Math,7th,Hispanic,*,*,*,*,*,*,*
2013,700,0,Polk County,District,Math,7th,Black,,,,,,,
2013,700,0,Polk County,District,Math,7th,Asian,*,*,*,*,*,*,*
2013,700,0,Polk County,District,Math,7th,Native American,,,,,,,
2013,700,0,Polk County,District,Math,7th,Hawaiian or Pacific Islander,,,,,,,
2013,700,0,Polk County,District,Math,7th,Economically Disadvantaged,140,29.9,37.9,67.8,24.3,7.9,32.2
2013,700,0,Polk County,District,Math,7th,Students with Disabilities,22,45.5,31.8,77.3,18.2,4.5,22.7
2013,700,0,Polk County,District,Math,7th,English Language Learners,,,,,,,
2013,700,0,Polk County,District,Math,7th,Black/Hispanic/Native American,*,*,*,*,*,*,*
2013,700,0,Polk County,District,RLA,3rd through 8th,All Students,1156,13.1,43.7,56.8,34.4,8.8,43.2
2013,700,0,Polk County,District,RLA,3rd through 8th,White,1116,13.1,43.6,56.7,34.3,9,43.3
2013,700,0,Polk County,District,RLA,3rd through 8th,Hispanic,25,8,56,64,28,8,36
2013,700,0,Polk County,District,RLA,3rd through 8th,Black,11,27.2,27.3,54.5,45.5,0,45.5
2013,700,0,Polk County,District,RLA,3rd through 8th,Asian,*,*,*,*,*,*,*
2013,700,0,Polk County,District,RLA,3rd through 8th,Native American,*,*,*,*,*,*,*
2013,700,0,Polk County,District,RLA,3rd through 8th,Hawaiian or Pacific Islander,,,,,,,
2013,700,0,Polk County,District,RLA,3rd through 8th,Economically Disadvantaged,793,16.1,47.2,63.3,30.8,5.9,36.7
2013,700,0,Polk County,District,RLA,3rd through 8th,Students with Disabilities,145,25.6,44.8,70.4,18.6,11,29.6
2013,700,0,Polk County,District,RLA,3rd through 8th,English Language Learners,*,*,*,*,*,*,*
2013,700,0,Polk County,District,RLA,3rd through 8th,Black/Hispanic/Native American,37,13.6,48.6,62.2,32.4,5.4,37.8
2013,700,0,Polk County,District,RLA,3rd,All Students,188,8.5,51.6,60.1,30.3,9.6,39.9
2013,700,0,Polk County,District,RLA,3rd,White,179,8.9,51.4,60.3,29.6,10.1,39.7
2013,700,0,Polk County,District,RLA,3rd,Hispanic,*,*,*,*,*,*,*
2013,700,0,Polk County,District,RLA,3rd,Black,*,*,*,*,*,*,*
2013,700,0,Polk County,District,RLA,3rd,Asian,,,,,,,
2013,700,0,Polk County,District,RLA,3rd,Native American,,,,,,,
2013,700,0,Polk County,District,RLA,3rd,Hawaiian or Pacific Islander,,,,,,,
2013,700,0,Polk County,District,RLA,3rd,Economically Disadvantaged,137,9.4,57.7,67.1,28.5,4.4,32.9
2013,700,0,Polk County,District,RLA,3rd,Students with Disabilities,13,15.4,53.8,69.2,15.4,15.4,30.8
2013,700,0,Polk County,District,RLA,3rd,English Language Learners,,,,,,,
2013,700,0,Polk County,District,RLA,3rd,Black/Hispanic/Native American,*,*,*,*,*,*,*
2013,700,0,Polk County,District,RLA,7th,All Students,200,19.5,39,58.5,30,11.5,41.5
2013,700,0,Polk County,District,RLA,7th,White,195,19.5,39.5,59,29.2,11.8,41
2013,700,0,Polk County,District,RLA,7th,Hispanic,*,*,*,*,*,*,*
2013,700,0,Polk County,District,RLA,7th,Black,,,,,,,
2013,700,0,Polk County,District,RLA,7th,Asian,*,*,*,*,*,*,*
2013,700,0,Polk County,District,RLA,7th,Native American,,,,,,,
2013,700,0,Polk County,District,RLA,7th,Hawaiian or Pacific Islander,,,,,,,
2013,700,0,Polk County,District,RLA,7th,Economically Disadvantaged,140,25,42.1,67.1,25,7.9,32.9
2013,700,0,Polk County,District,RLA,7th,Students with Disabilities,22,31.8,22.7,54.5,27.3,18.2,45.5
2013,700,0,Polk County,District,RLA,7th,English Language Learners,,,,,,,
2013,700,0,Polk County,District,RLA,7th,Black/Hispanic/Native American,*,*,*,*,*,*,*
2013,700,0,Polk County,District,Algebra I,9th through 12th,All Students,247,18.2,30,48.2,27.1,24.7,51.8
2013,700,0,Polk County,District,Algebra I,9th through 12th,White,243,18.5,29.6,48.1,27.2,24.7,51.9
2013,700,0,Polk County,District,Algebra I,9th through 12th,Hispanic,*,*,*,*,*,*,*
2013,700,0,Polk County,District,Algebra I,9th through 12th,Black,,,,,,,
2013,700,0,Polk County,District,Algebra I,9th through 12th,Asian,*,*,*,*,*,*,*
2013,700,0,Polk County,District,Algebra I,9th through 12th,Native American,,,,,,,
2013,700,0,Polk County,District,Algebra I,9th through 12th,Hawaiian or Pacific Islander,,,,,,,
2013,700,0,Polk County,District,Algebra I,9th through 12th,Economically Disadvantaged,159,21.4,34.6,56,27,17,44
