year,system,system_name,school,school_name,subject,grade,subgroup,valid_tests,n_below_bsc,n_bsc,n_prof,n_adv,pct_below_bsc,pct_bsc,pct_prof,pct_adv,pct_bsc_and_below,pct_prof_adv
2013,0,State,0,State,English III,9,Asian,*,*,*,*,*,*,*,*,*,*,*
2013,0,State,0,State,English III,9,Native American,*,*,*,*,*,*,*,*,*,*,*
2013,0,State,0,State,English III,9,Hawaiian or Pacific Islander,,,,,,,,,,,
2013,0,State,0,State,English III,9,Economically Disadvantaged,248,168,66,14,0,67.8,26.6,5.6,0,94.4,5.6
2013,0,State,0,State,English III,9,Students with Disabilities,42,***,***,***,***,***,***,***,***,***,***
2013,0,State,0,State,English III,9,English Language Learners,*,*,*,*,*,*,*,*,*,*,*
2013,0,State,0,State,English III,9,English Language Learners with T1/T2,11,***,***,***,***,***,***,***,***,***,***
2013,0,State,0,State,English III,9,Black/Hispanic/Native American,216,***,***,***,***,***,***,***,***,***,***
2013,0,State,0,State,English III,10,All Students,1931,982,723,181,45,50.9,37.4,9.4,2.3,88.3,11.7
2013,0,State,0,State,English III,10,White,771,306,317,116,32,39.7,41.1,15,4.2,80.8,19.2
2013,0,State,0,State,English III,10,Hispanic,195,92,82,17,4,47.1,42.1,8.7,2.1,89.2,10.8
2013,0,State,0,State,English III,10,Black,938,576,311,43,8,61.3,33.2,4.6,0.9,94.5,5.5
2013,0,State,0,State,English III,10,Asian,16,5,8,2,1,31.2,50,12.5,6.3,81.2,18.8
2013,0,State,0,State,English III,10,Native American,*,*,*,*,*,*,*,*,*,*,*
2013,0,State,0,State,English III,10,Hawaiian or Pacific Islander,*,*,*,*,*,*,*,*,*,*,*
2013,0,State,0,State,English III,10,Economically Disadvantaged,1378,757,500,102,19,54.9,36.3,7.4,1.4,91.2,8.8
2013,0,State,0,State,English III,10,Students with Disabilities,257,***,***,***,***,***,***,***,***,***,***
2013,0,State,0,State,English III,10,English Language Learners,39,***,***,***,***,***,***,***,***,***,***
2013,0,State,0,State,English III,10,English Language Learners with T1/T2,60,***,***,***,***,***,***,***,***,***,***
2013,0,State,0,State,English III,10,Black/Hispanic/Native American,1140,669,396,63,12,58.7,34.7,5.5,1.1,93.4,6.6
2013,0,State,0,State,English III,11,All Students,55071,11427,20859,15140,7645,20.7,37.9,27.5,13.9,58.6,41.4
2013,0,State,0,State,English III,11,White,38269,5946,13776,11933,6614,15.5,36,31.2,17.3,51.5,48.5
2013,0,State,0,State,English III,11,Hispanic,2616,670,1116,625,205,25.6,42.7,23.9,7.8,68.3,31.7
2013,0,State,0,State,English III,11,Black,13252,4700,5655,2266,631,35.4,42.7,17.1,4.8,78.1,21.9
2013,0,State,0,State,English III,11,Asian,704,80,207,248,169,11.4,29.4,35.2,24,40.8,59.2
2013,0,State,0,State,English III,11,Native American,148,24,68,38,18,16.2,45.9,25.7,12.2,62.1,37.9
2013,0,State,0,State,English III,11,Hawaiian or Pacific Islander,68,4,32,24,8,5.8,47.1,35.3,11.8,52.9,47.1
2013,0,State,0,State,English III,11,Economically Disadvantaged,26278,7776,11023,5588,1891,29.6,41.9,21.3,7.2,71.5,28.5
2013,0,State,0,State,English III,11,Students with Disabilities,5200,3206,1575,341,78,61.6,30.3,6.6,1.5,91.9,8.1
2013,0,State,0,State,English III,11,English Language Learners,246,***,***,***,***,***,***,***,***,***,***
2013,0,State,0,State,English III,11,English Language Learners with T1/T2,446,269,154,23,0,60.3,34.5,5.2,0,94.8,5.2
2013,0,State,0,State,English III,11,Black/Hispanic/Native American,16016,5394,6839,2929,854,33.7,42.7,18.3,5.3,76.4,23.6
2013,0,State,0,State,English III,12,All Students,1428,641,525,188,74,44.8,36.8,13.2,5.2,81.6,18.4
2013,0,State,0,State,English III,12,White,767,283,289,142,53,36.9,37.7,18.5,6.9,74.6,25.4
2013,0,State,0,State,English III,12,Hispanic,147,82,48,14,3,55.8,32.7,9.5,2,88.5,11.5
2013,0,State,0,State,English III,12,Black,455,253,159,29,14,55.6,34.9,6.4,3.1,90.5,9.5
2013,0,State,0,State,English III,12,Asian,50,20,24,3,3,40,48,6,6,88,12
2013,0,State,0,State,English III,12,Native American,*,*,*,*,*,*,*,*,*,*,*
2013,0,State,0,State,English III,12,Hawaiian or Pacific Islander,*,*,*,*,*,*,*,*,*,*,*
2013,0,State,0,State,English III,12,Economically Disadvantaged,996,489,366,111,30,49.2,36.7,11.1,3,85.9,14.1
2013,0,State,0,State,English III,12,Students with Disabilities,210,143,56,9,2,68,26.7,4.3,1,94.7,5.3
2013,0,State,0,State,English III,12,English Language Learners,76,***,***,***,***,***,***,***,***,***,***
2013,0,State,0,State,English III,12,English Language Learners with T1/T2,112,***,***,***,***,***,***,***,***,***,***
2013,0,State,0,State,English III,12,Black/Hispanic/Native American,607,336,211,43,17,55.3,34.8,7.1,2.8,90.1,9.9
2013,0,State,0,State,English III,Missing Grade,All Students,234,56,99,61,18,23.9,42.3,26.1,7.7,66.2,33.8
2013,0,State,0,State,English III,Missing Grade,White,202,45,87,56,14,22.3,43.1,27.7,6.9,65.4,34.6
2013,0,State,0,State,English III,Missing Grade,Hispanic,*,*,*,*,*,*,*,*,*,*,*
2013,0,State,0,State,English III,Missing Grade,Black,27,10,9,4,4,37.1,33.3,14.8,14.8,70.4,29.6
2013,0,State,0,State,English III,Missing Grade,Asian,*,*,*,*,*,*,*,*,*,*,*
2013,0,State,0,State,English III,Missing Grade,Native American,*,*,*,*,*,*,*,*,*,*,*
2013,0,State,0,State,English III,Missing Grade,Hawaiian or Pacific Islander,,,,,,,,,,,
2013,0,State,0,State,English III,Missing Grade,Economically Disadvantaged,125,34,60,24,7,27.2,48,19.2,5.6,75.2,24.8
2013,0,State,0,State,English III,Missing Grade,Students with Disabilities,23,***,***,***,***,***,***,***,***,***,***
2013,0,State,0,State,English III,Missing Grade,English Language Learners,,,,,,,,,,,
2013,0,State,0,State,English III,Missing Grade,English Language Learners with T1/T2,,,,,,,,,,,
2013,0,State,0,State,English III,Missing Grade,Black/Hispanic/Native American,31,11,11,5,4,35.5,35.5,16.1,12.9,71,29
2013,0,State,0,State,Biology I,All Grades,All Students,68938,10699,15280,31447,11512,15.5,22.2,45.6,16.7,37.7,62.3
2013,0,State,0,State,Biology I,All Grades,White,46636,4647,8977,23266,9746,10,19.2,49.9,20.9,29.2,70.8
2013,0,State,0,State,Biology I,All Grades,Hispanic,3852,832,1032,1626,362,21.6,26.8,42.2,9.4,48.4,51.6
2013,0,State,0,State,Biology I,All Grades,Black,16960,5078,5056,5893,933,30,29.8,34.7,5.5,59.8,40.2
2013,0,State,0,State,Biology I,All Grades,Asian,1189,105,155,509,420,8.9,13,42.8,35.3,21.9,78.1
2013,0,State,0,State,Biology I,All Grades,Native American,182,21,39,95,27,11.6,21.4,52.2,14.8,33,67
2013,0,State,0,State,Biology I,All Grades,Hawaiian or Pacific Islander,99,10,16,50,23,10.1,16.2,50.5,23.2,26.3,73.7
2013,0,State,0,State,Biology I,All Grades,Economically Disadvantaged,34281,7790,9490,14056,2945,22.7,27.7,41,8.6,50.4,49.6
2013,0,State,0,State,Biology I,All Grades,Students with Disabilities,7209,2793,2185,1522,709,38.8,30.3,21.1,9.8,69.1,30.9
2013,0,State,0,State,Biology I,All Grades,English Language Learners,824,445,243,122,14,54,29.5,14.8,1.7,83.5,16.5
2013,0,State,0,State,Biology I,All Grades,English Language Learners with T1/T2,1229,540,376,282,31,44,30.6,22.9,2.5,74.6,25.4
2013,0,State,0,State,Biology I,All Grades,Black/Hispanic/Native American,20994,5931,6127,7614,1322,28.2,29.2,36.3,6.3,57.4,42.6
2013,0,State,0,State,Biology I,6,All Students,*,*,*,*,*,*,*,*,*,*,*
2013,0,State,0,State,Biology I,6,White,,,,,,,,,,,
2013,0,State,0,State,Biology I,6,Hispanic,,,,,,,,,,,
2013,0,State,0,State,Biology I,6,Black,*,*,*,*,*,*,*,*,*,*,*
2013,0,State,0,State,Biology I,6,Asian,,,,,,,,,,,
2013,0,State,0,State,Biology I,6,Native American,,,,,,,,,,,
2013,0,State,0,State,Biology I,6,Hawaiian or Pacific Islander,,,,,,,,,,,
2013,0,State,0,State,Biology I,6,Economically Disadvantaged,,,,,,,,,,,
2013,0,State,0,State,Biology I,6,Students with Disabilities,,,,,,,,,,,
2013,0,State,0,State,Biology I,6,English Language Learners,,,,,,,,,,,
2013,0,State,0,State,Biology I,6,English Language Learners with T1/T2,,,,,,,,,,,
2013,0,State,0,State,Biology I,6,Black/Hispanic/Native American,*,*,*,*,*,*,*,*,*,*,*
2013,0,State,0,State,Biology I,7,All Students,*,*,*,*,*,*,*,*,*,*,*
2013,0,State,0,State,Biology I,7,White,,,,,,,,,,,
2013,0,State,0,State,Biology I,7,Hispanic,,,,,,,,,,,
2013,0,State,0,State,Biology I,7,Black,*,*,*,*,*,*,*,*,*,*,*
2013,0,State,0,State,Biology I,7,Asian,,,,,,,,,,,
2013,0,State,0,State,Biology I,7,Native American,,,,,,,,,,,
2013,0,State,0,State,Biology I,7,Hawaiian or Pacific Islander,,,,,,,,,,,
2013,0,State,0,State,Biology I,7,Economically Disadvantaged,*,*,*,*,*,*,*,*,*,*,*
2013,0,State,0,State,Biology I,7,Students with Disabilities,,,,,,,,,,,
2013,0,State,0,State,Biology I,7,English Language Learners,,,,,,,,,,,
2013,0,State,0,State,Biology I,7,English Language Learners with T1/T2,,,,,,,,,,,
2013,0,State,0,State,Biology I,7,Black/Hispanic/Native American,*,*,*,*,*,*,*,*,*,*,*
2013,0,State,0,State,Biology I,8,All Students,*,*,*,*,*,*,*,*,*,*,*
2013,0,State,0,State,Biology I,8,White,*,*,*,*,*,*,*,*,*,*,*
2013,0,State,0,State,Biology I,8,Hispanic,,,,,,,,,,,
2013,0,State,0,State,Biology I,8,Black,*,*,*,*,*,*,*,*,*,*,*
2013,0,State,0,State,Biology I,8,Asian,*,*,*,*,*,*,*,*,*,*,*
2013,0,State,0,State,Biology I,8,Native American,,,,,,,,,,,
2013,0,State,0,State,Biology I,8,Hawaiian or Pacific Islander,,,,,,,,,,,
2013,0,State,0,State,Biology I,8,Economically Disadvantaged,,,,,,,,,,,
2013,0,State,0,State,Biology I,8,Students with Disabilities,,,,,,,,,,,
2013,0,State,0,State,Biology I,8,English Language Learners,,,,,,,,,,,
2013,0,State,0,State,Biology I,8,English Language Learners with T1/T2,,,,,,,,,,,
2013,0,State,0,State,Biology I,8,Black/Hispanic/Native American,*,*,*,*,*,*,*,*,*,*,*
2013,0,State,0,State,Biology I,9,All Students,28110,3059,4749,13515,6787,10.9,16.9,48.1,24.1,27.8,72.2
2013,0,State,0,State,Biology I,9,White,19858,1270,2839,10011,5738,6.4,14.3,50.4,28.9,20.7,79.3
2013,0,State,0,State,Biology I,9,Hispanic,1423,271,301,654,197,19,21.2,46,13.8,40.2,59.8
2013,0,State,0,State,Biology I,9,Black,6013,1480,1534,2507,492,24.6,25.5,41.7,8.2,50.1,49.9
2013,0,State,0,State,Biology I,9,Asian,700,28,52,289,331,4,7.4,41.3,47.3,11.4,88.6
2013,0,State,0,State,Biology I,9,Native American,71,7,14,36,14,9.9,19.7,50.7,19.7,29.6,70.4
2013,0,State,0,State,Biology I,9,Hawaiian or Pacific Islander,39,3,5,17,14,7.7,12.8,43.6,35.9,20.5,79.5
2013,0,State,0,State,Biology I,9,Economically Disadvantaged,12215,2250,2959,5638,1368,18.4,24.2,46.2,11.2,42.6,57.4
2013,0,State,0,State,Biology I,9,Students with Disabilities,1495,585,434,337,139,39.2,29,22.5,9.3,68.2,31.8
2013,0,State,0,State,Biology I,9,English Language Learners,223,126,59,34,4,56.5,26.5,15.2,1.8,83,17
2013,0,State,0,State,Biology I,9,English Language Learners with T1/T2,380,159,107,97,17,41.8,28.2,25.5,4.5,70,30
2013,0,State,0,State,Biology I,9,Black/Hispanic/Native American,7507,1758,1849,3197,703,23.4,24.6,42.6,9.4,48,52
2013,0,State,0,State,Biology I,10,All Students,33467,5892,8665,15060,3850,17.6,25.9,45,11.5,43.5,56.5
2013,0,State,0,State,Biology I,10,White,21909,2562,5012,11080,3255,11.6,22.9,50.6,14.9,34.5,65.5
2013,0,State,0,State,Biology I,10,Hispanic,2026,445,628,819,134,22,31,40.4,6.6,53,47
2013,0,State,0,State,Biology I,10,Black,8986,2810,2904,2900,372,31.3,32.3,32.3,4.1,63.6,36.4
2013,0,State,0,State,Biology I,10,Asian,402,60,91,181,70,15,22.6,45,17.4,37.6,62.4
2013,0,State,0,State,Biology I,10,Native American,86,9,18,47,12,10.4,20.9,54.7,14,31.3,68.7
2013,0,State,0,State,Biology I,10,Hawaiian or Pacific Islander,50,4,11,28,7,8,22,56,14,30,70
2013,0,State,0,State,Biology I,10,Economically Disadvantaged,17861,4230,5310,7023,1298,23.7,29.7,39.3,7.3,53.4,46.6
2013,0,State,0,State,Biology I,10,Students with Disabilities,4111,1533,1250,876,452,37.3,30.4,21.3,11,67.7,32.3
2013,0,State,0,State,Biology I,10,English Language Learners,488,248,160,71,9,50.9,32.8,14.5,1.8,83.7,16.3
2013,0,State,0,State,Biology I,10,English Language Learners with T1/T2,706,303,233,157,13,43,33,22.2,1.8,76,24
2013,0,State,0,State,Biology I,10,Black/Hispanic/Native American,11098,3264,3550,3766,518,29.4,32,33.9,4.7,61.4,38.6
2013,0,State,0,State,Biology I,11,All Students,6211,1403,1516,2515,777,22.6,24.4,40.5,12.5,47,53
2013,0,State,0,State,Biology I,11,White,4235,668,949,1936,682,15.8,22.4,45.7,16.1,38.2,61.8
2013,0,State,0,State,Biology I,11,Hispanic,310,88,73,121,28,28.5,23.5,39,9,52,48
2013,0,State,0,State,Biology I,11,Black,1561,627,478,407,49,40.2,30.6,26.1,3.1,70.8,29.2
2013,0,State,0,State,Biology I,11,Asian,72,12,11,34,15,16.7,15.3,47.2,20.8,32,68
2013,0,State,0,State,Biology I,11,Native American,19,3,5,10,1,15.8,26.3,52.6,5.3,42.1,57.9
2013,0,State,0,State,Biology I,11,Hawaiian or Pacific Islander,10,3,0,5,2,30,0,50,20,30,70
2013,0,State,0,State,Biology I,11,Economically Disadvantaged,3440,1055,976,1181,228,30.7,28.4,34.3,6.6,59.1,40.9
2013,0,State,0,State,Biology I,11,Students with Disabilities,1301,557,420,250,74,42.8,32.3,19.2,5.7,75.1,24.9
2013,0,State,0,State,Biology I,11,English Language Learners,88,55,21,11,1,62.5,23.9,12.5,1.1,86.4,13.6
2013,0,State,0,State,Biology I,11,English Language Learners with T1/T2,110,60,31,18,1,54.5,28.2,16.4,0.9,82.7,17.3
2013,0,State,0,State,Biology I,11,Black/Hispanic/Native American,1890,718,556,538,78,38,29.4,28.5,4.1,67.4,32.6
2013,0,State,0,State,Biology I,12,All Students,999,315,311,294,79,31.6,31.1,29.4,7.9,62.7,37.3
2013,0,State,0,State,Biology I,12,White,523,126,149,193,55,24.1,28.5,36.9,10.5,52.6,47.4
2013,0,State,0,State,Biology I,12,Hispanic,80,25,26,27,2,31.2,32.5,33.8,2.5,63.7,36.3
2013,0,State,0,State,Biology I,12,Black,378,156,133,69,20,41.2,35.2,18.3,5.3,76.4,23.6
2013,0,State,0,State,Biology I,12,Asian,11,5,1,3,2,45.4,9.1,27.3,18.2,54.5,45.5
2013,0,State,0,State,Biology I,12,Native American,*,*,*,*,*,*,*,*,*,*,*
2013,0,State,0,State,Biology I,12,Hawaiian or Pacific Islander,,,,,,,,,,,
2013,0,State,0,State,Biology I,12,Economically Disadvantaged,678,232,219,181,46,34.2,32.3,26.7,6.8,66.5,33.5
2013,0,State,0,State,Biology I,12,Students with Disabilities,285,111,77,56,41,39,27,19.6,14.4,66,34
2013,0,State,0,State,Biology I,12,English Language Learners,25,16,3,6,0,64,12,24,0,76,24
2013,0,State,0,State,Biology I,12,English Language Learners with T1/T2,32,17,5,10,0,53.1,15.6,31.3,0,68.7,31.3
2013,0,State,0,State,Biology I,12,Black/Hispanic/Native American,464,183,161,98,22,39.5,34.7,21.1,4.7,74.2,25.8
2013,0,State,0,State,Biology I,Missing Grade,All Students,144,29,38,62,15,20.1,26.4,43.1,10.4,46.5,53.5
2013,0,State,0,State,Biology I,Missing Grade,White,108,21,28,46,13,19.5,25.9,42.6,12,45.4,54.6
2013,0,State,0,State,Biology I,Missing Grade,Hispanic,13,3,4,5,1,23,30.8,38.5,7.7,53.8,46.2
2013,0,State,0,State,Biology I,Missing Grade,Black,19,4,6,9,0,21,31.6,47.4,0,52.6,47.4
2013,0,State,0,State,Biology I,Missing Grade,Asian,*,*,*,*,*,*,*,*,*,*,*
2013,0,State,0,State,Biology I,Missing Grade,Native American,,,,,,,,,,,
2013,0,State,0,State,Biology I,Missing Grade,Hawaiian or Pacific Islander,,,,,,,,,,,
2013,0,State,0,State,Biology I,Missing Grade,Economically Disadvantaged,86,23,26,32,5,26.8,30.2,37.2,5.8,57,43
2013,0,State,0,State,Biology I,Missing Grade,Students with Disabilities,17,7,4,3,3,41.3,23.5,17.6,17.6,64.8,35.2
2013,0,State,0,State,Biology I,Missing Grade,English Language Learners,,,,,,,,,,,
2013,0,State,0,State,Biology I,Missing Grade,English Language Learners with T1/T2,*,*,*,*,*,*,*,*,*,*,*
2013,0,State,0,State,Biology I,Missing Grade,Black/Hispanic/Native American,32,7,10,14,1,21.8,31.3,43.8,3.1,53.1,46.9
2013,0,State,0,State,US History,All Grades,All Students,57903,**,**,**,**,**,**,**,**,**,**
2013,0,State,0,State,US History,All Grades,White,38709,**,**,**,**,**,**,**,**,**,**
2013,0,State,0,State,US History,All Grades,Hispanic,3147,0,199,1802,1146,0,6.3,57.3,36.4,6.3,93.7
2013,0,State,0,State,US History,All Grades,Black,15030,0,1189,9818,4023,0,7.9,65.3,26.8,7.9,92.1
2013,0,State,0,State,US History,All Grades,Asian,760,0,38,320,402,0,5,42.1,52.9,5,95
2013,0,State,0,State,US History,All Grades,Native American,159,**,**,**,**,**,**,**,**,**,**
2013,0,State,0,State,US History,All Grades,Hawaiian or Pacific Islander,81,**,**,**,**,**,**,**,**,**,**
2013,0,State,0,State,US History,All Grades,Economically Disadvantaged,28927,0,1734,16721,10472,0,6,57.8,36.2,6,94
2013,0,State,0,State,US History,All Grades,Students with Disabilities,5730,0,921,3860,949,0,16,67.4,16.6,16,84
2013,0,State,0,State,US History,All Grades,English Language Learners,626,0,175,422,29,0,28,67.4,4.6,28,72
2013,0,State,0,State,US History,All Grades,English Language Learners with T1/T2,914,0,189,636,89,0,20.7,69.6,9.7,20.7,79.3
2013,0,State,0,State,US History,All Grades,Black/Hispanic/Native American,18336,0,1389,11695,5252,0,7.6,63.8,28.6,7.6,92.4
2013,0,State,0,State,US History,7,All Students,*,*,*,*,*,*,*,*,*,*,*
2013,0,State,0,State,US History,7,White,,,,,,,,,,,
2013,0,State,0,State,US History,7,Hispanic,,,,,,,,,,,
2013,0,State,0,State,US History,7,Black,*,*,*,*,*,*,*,*,*,*,*
2013,0,State,0,State,US History,7,Asian,,,,,,,,,,,
2013,0,State,0,State,US History,7,Native American,,,,,,,,,,,
2013,0,State,0,State,US History,7,Hawaiian or Pacific Islander,,,,,,,,,,,
2013,0,State,0,State,US History,7,Economically Disadvantaged,*,*,*,*,*,*,*,*,*,*,*
2013,0,State,0,State,US History,7,Students with Disabilities,,,,,,,,,,,
2013,0,State,0,State,US History,7,English Language Learners,,,,,,,,,,,
2013,0,State,0,State,US History,7,English Language Learners with T1/T2,,,,,,,,,,,
2013,0,State,0,State,US History,7,Black/Hispanic/Native American,*,*,*,*,*,*,*,*,*,*,*
2013,0,State,0,State,US History,8,All Students,*,*,*,*,*,*,*,*,*,*,*
2013,0,State,0,State,US History,8,White,,,,,,,,,,,
2013,0,State,0,State,US History,8,Hispanic,,,,,,,,,,,
2013,0,State,0,State,US History,8,Black,*,*,*,*,*,*,*,*,*,*,*
2013,0,State,0,State,US History,8,Asian,,,,,,,,,,,
2013,0,State,0,State,US History,8,Native American,,,,,,,,,,,
2013,0,State,0,State,US History,8,Hawaiian or Pacific Islander,,,,,,,,,,,
2013,0,State,0,State,US History,8,Economically Disadvantaged,,,,,,,,,,,
2013,0,State,0,State,US History,8,Students with Disabilities,,,,,,,,,,,
2013,0,State,0,State,US History,8,English Language Learners,,,,,,,,,,,
2013,0,State,0,State,US History,8,English Language Learners with T1/T2,,,,,,,,,,,
2013,0,State,0,State,US History,8,Black/Hispanic/Native American,*,*,*,*,*,*,*,*,*,*,*
2013,0,State,0,State,US History,9,All Students,853,0,126,490,237,0,14.8,57.4,27.8,14.8,85.2
2013,0,State,0,State,US History,9,White,464,0,27,236,201,0,5.8,50.9,43.3,5.8,94.2
2013,0,State,0,State,US History,9,Hispanic,106,0,20,75,11,0,18.8,70.8,10.4,18.8,81.2
2013,0,State,0,State,US History,9,Black,272,0,77,172,23,0,28.3,63.2,8.5,28.3,71.7
2013,0,State,0,State,US History,9,Asian,*,*,*,*,*,*,*,*,*,*,*
2013,0,State,0,State,US History,9,Native American,*,*,*,*,*,*,*,*,*,*,*
2013,0,State,0,State,US History,9,Hawaiian or Pacific Islander,,,,,,,,,,,
2013,0,State,0,State,US History,9,Economically Disadvantaged,572,0,105,349,118,0,18.4,61,20.6,18.4,81.6
2013,0,State,0,State,US History,9,Students with Disabilities,113,0,37,73,3,0,32.7,64.6,2.7,32.7,67.3
2013,0,State,0,State,US History,9,English Language Learners,37,0,14,23,0,0,37.8,62.2,0,37.8,62.2
2013,0,State,0,State,US History,9,English Language Learners with T1/T2,48,0,16,32,0,0,33.3,66.7,0,33.3,66.7
2013,0,State,0,State,US History,9,Black/Hispanic/Native American,380,0,97,248,35,0,25.5,65.3,9.2,25.5,74.5
2013,0,State,0,State,US History,10,All Students,5297,0,391,3111,1795,0,7.4,58.7,33.9,7.4,92.6
2013,0,State,0,State,US History,10,White,2947,**,**,**,**,**,**,**,**,**,**
2013,0,State,0,State,US History,10,Hispanic,349,0,36,239,74,0,10.3,68.5,21.2,10.3,89.7
2013,0,State,0,State,US History,10,Black,1929,0,243,1385,301,0,12.6,71.8,15.6,12.6,87.4
2013,0,State,0,State,US History,10,Asian,55,0,5,27,23,0,9.1,49.1,41.8,9.1,90.9
2013,0,State,0,State,US History,10,Native American,10,**,**,**,**,**,**,**,**,**,**
2013,0,State,0,State,US History,10,Hawaiian or Pacific Islander,*,*,*,*,*,*,*,*,*,*,*
2013,0,State,0,State,US History,10,Economically Disadvantaged,3134,0,301,2085,748,0,9.6,66.5,23.9,9.6,90.4
2013,0,State,0,State,US History,10,Students with Disabilities,585,0,142,385,58,0,24.3,65.8,9.9,24.3,75.7
2013,0,State,0,State,US History,10,English Language Learners,105,0,33,69,3,0,31.4,65.7,2.9,31.4,68.6
2013,0,State,0,State,US History,10,English Language Learners with T1/T2,139,0,34,98,7,0,24.5,70.5,5,24.5,75.5
2013,0,State,0,State,US History,10,Black/Hispanic/Native American,2288,0,279,1628,381,0,12.1,71.2,16.7,12.1,87.9
2013,0,State,0,State,US History,11,All Students,47317,**,**,**,**,**,**,**,**,**,**
2013,0,State,0,State,US History,11,White,32407,**,**,**,**,**,**,**,**,**,**
2013,0,State,0,State,US History,11,Hispanic,2492,**,**,**,**,**,**,**,**,**,**
2013,0,State,0,State,US History,11,Black,11555,0,715,7398,3442,0,6.2,64,29.8,6.2,93.8
2013,0,State,0,State,US History,11,Asian,644,**,**,**,**,**,**,**,**,**,**
2013,0,State,0,State,US History,11,Native American,135,**,**,**,**,**,**,**,**,**,**
2013,0,State,0,State,US History,11,Hawaiian or Pacific Islander,71,**,**,**,**,**,**,**,**,**,**
2013,0,State,0,State,US History,11,Economically Disadvantaged,22681,0,1117,12822,8742,0.1,4.9,56.5,38.5,5,95
2013,0,State,0,State,US History,11,Students with Disabilities,4453,0,637,3030,786,0,14.3,68,17.7,14.3,85.7
2013,0,State,0,State,US History,11,English Language Learners,422,0,106,296,20,0.1,25.1,70.1,4.7,25.2,74.8
2013,0,State,0,State,US History,11,English Language Learners with T1/T2,647,0,115,462,70,0,17.8,71.4,10.8,17.8,82.2
2013,0,State,0,State,US History,11,Black/Hispanic/Native American,14182,0,836,8833,4513,0,5.9,62.3,31.8,5.9,94.1
2013,0,State,0,State,US History,12,All Students,4245,0,265,2082,1898,0.1,6.2,49,44.7,6.3,93.7
2013,0,State,0,State,US History,12,White,2721,**,**,**,**,**,**,**,**,**,**
2013,0,State,0,State,US History,12,Hispanic,194,0,20,116,58,0,10.3,59.8,29.9,10.3,89.7
2013,0,State,0,State,US History,12,Black,1261,0,150,859,252,0,11.9,68.1,20,11.9,88.1
2013,0,State,0,State,US History,12,Asian,51,0,8,23,20,0,15.7,45.1,39.2,15.7,84.3
2013,0,State,0,State,US History,12,Native American,12,**,**,**,**,**,**,**,**,**,**
2013,0,State,0,State,US History,12,Hawaiian or Pacific Islander,*,*,*,*,*,*,*,*,*,*,*
2013,0,State,0,State,US History,12,Economically Disadvantaged,2427,0,200,1417,810,0,8.2,58.4,33.4,8.2,91.8
2013,0,State,0,State,US History,12,Students with Disabilities,552,0,99,355,98,0,17.9,64.3,17.8,17.9,82.1
2013,0,State,0,State,US History,12,English Language Learners,62,0,22,34,6,0,35.5,54.8,9.7,35.5,64.5
2013,0,State,0,State,US History,12,English Language Learners with T1/T2,80,0,24,44,12,0,30,55,15,30,70
2013,0,State,0,State,US History,12,Black/Hispanic/Native American,1467,0,170,980,317,0,11.6,66.8,21.6,11.6,88.4
2013,0,State,0,State,US History,Missing Grade,All Students,189,0,13,79,97,0,6.9,41.8,51.3,6.9,93.1
2013,0,State,0,State,US History,Missing Grade,White,170,**,**,**,**,**,**,**,**,**,**
2013,0,State,0,State,US History,Missing Grade,Hispanic,*,*,*,*,*,*,*,*,*,*,*
2013,0,State,0,State,US History,Missing Grade,Black,11,0,3,3,5,0,27.2,27.3,45.5,27.2,72.8
2013,0,State,0,State,US History,Missing Grade,Asian,*,*,*,*,*,*,*,*,*,*,*
2013,0,State,0,State,US History,Missing Grade,Native American,,,,,,,,,,,
2013,0,State,0,State,US History,Missing Grade,Hawaiian or Pacific Islander,,,,,,,,,,,
2013,0,State,0,State,US History,Missing Grade,Economically Disadvantaged,112,0,11,47,54,0,9.8,42,48.2,9.8,90.2
2013,0,State,0,State,US History,Missing Grade,Students with Disabilities,27,0,6,17,4,0,22.2,63,14.8,22.2,77.8
2013,0,State,0,State,US History,Missing Grade,English Language Learners,,,,,,,,,,,
2013,0,State,0,State,US History,Missing Grade,English Language Learners with T1/T2,,,,,,,,,,,
2013,0,State,0,State,US History,Missing Grade,Black/Hispanic/Native American,17,0,6,5,6,0,35.3,29.4,35.3,35.3,64.7
